id	name	placement_count	placement_bin	top_sequences
3154	Pachycephus_smyrnensis	0	0	
3155	Hartigia_nigra	1	1	6428cfd7254fd6e15dc2e3bd8acf42d6 Cephidae_cluster6
3156	node_3156	10	2	b94930c8feaecb56783337e05f25071c Cephidae_cluster4; e6ce214e32323361ed36c1048605baf5 Cephidae_cluster8; f51907167e03988556a66b886c26f5e4 unclassified.Hemiptera_cluster69; 03712b3dee26653bb5bbd6f72cbb2143 Penthalodidae_cluster1; 7fbc395bff95038a714aae900b7c64f4 Cephidae_cluster9; 82d179f494d6b391efacb49dcf454d20 Braconidae_cluster428; 446354c899a6b587b1559dffa0db8b78 unclassified.Hemiptera_cluster51; 1ab9fb4c7cb0580f7efcc852600deae7 Braconidae_cluster725; 08515962800452b970e5bcc2da63281c Crabronidae_cluster68; efc255e91ac5e13ba24a5fe7592fb028 unclassified.Hymenoptera_cluster381
3157	Calameuta_filiformis	2	1	5e4ff9e884df70d6029c6db3e622b695 Cephidae_cluster7; b14c248d1d7b64e24ecba6a4697bacb3 Cephidae_cluster5
3158	Calameuta_haemorrhoidalis	0	0	
3159	Calameuta_pallipes	1	1	32709fcea34d02e942b4729d1f81c5f6 Cephidae_cluster2
3160	node_3160	0	0	
3161	Calameuta_pygmaea	0	0	
3162	Calameuta_idolon	0	0	
3163	node_3163	0	0	
3164	node_3164	0	0	
3165	node_3165	2	1	82d179f494d6b391efacb49dcf454d20 Braconidae_cluster428; efc255e91ac5e13ba24a5fe7592fb028 unclassified.Hymenoptera_cluster381
3166	Cephus_pygmeus	1	1	f31161af4f9dde6fc0404053f386dd7d Cephidae_cluster3
3167	Cephus_brachycercus	1	1	c4bcd50b0fc2fce3864bceb3012070e1 Cephidae_cluster1
3168	Cephus_nigrinus	1	1	ec5e1686c131ad242dbafce8b6a4b12f unclassified.Hymenoptera_cluster580
3169	Cephus_spinipes	1	1	c005da9dee07e7408cba7b777a6b05e8 unclassified.Hymenoptera_cluster37
3170	node_3170	0	0	
3171	node_3171	0	0	
3172	Cephus_runcator	0	0	
3173	node_3173	0	0	
3174	Cephus_sareptanus	0	0	
3175	node_3175	0	0	
3176	Cephus_cinctus	0	0	
3177	node_3177	1	1	4cb92975dbdd2b87710da94e3dd284ef unclassified.Hemiptera_cluster293
3178	node_3178	4	1	bb3e9012586644558389627eb98865a8 Braconidae_cluster1187; 1ab9fb4c7cb0580f7efcc852600deae7 Braconidae_cluster725; 4cb92975dbdd2b87710da94e3dd284ef unclassified.Hemiptera_cluster293; 03712b3dee26653bb5bbd6f72cbb2143 Penthalodidae_cluster1
3179	node_3179	7	2	82d179f494d6b391efacb49dcf454d20 Braconidae_cluster428; 03712b3dee26653bb5bbd6f72cbb2143 Penthalodidae_cluster1; efc255e91ac5e13ba24a5fe7592fb028 unclassified.Hymenoptera_cluster381; 1ab9fb4c7cb0580f7efcc852600deae7 Braconidae_cluster725; bb3e9012586644558389627eb98865a8 Braconidae_cluster1187; f51907167e03988556a66b886c26f5e4 unclassified.Hemiptera_cluster69; 4cb92975dbdd2b87710da94e3dd284ef unclassified.Hemiptera_cluster293
3180	node_3180	50	3	cd09a0d55be21ecdf3e4b7b4d3021563 Psyllidae_cluster4; e362f270e0ed78ef9d3089f11cd1608f unclassified.Trichoptera_cluster135; a492f881fa214a577d99f75cc0c9303e unclassified.Hemiptera_cluster394; c081d916007a71f21e40f060b7c041da unclassified.Trichoptera_cluster126; 581c26380b9c8d7d17407b18c89a573c Psyllidae_cluster8; abbaa68aa9d7b7063dc3721263759161 unclassified.Trichoptera_cluster208; cf7e5183c532a745e2624ee14e1f52bc unclassified.Hemiptera_cluster344; 7d575ebf50da48db4248ca8c16ac2d98 unclassified.Hemiptera_cluster134; 909639b5c2965de47b489b4776b3f76d unclassified.Hemiptera_cluster166; 3b595e8fe829c4202bbcef88a3505c97 Tydeidae_cluster63; 44ba59ec01fb9eee3f28d75672f0ce94 Tydeidae_cluster7; ea683a2d7fd1a475d3a142785f644b4a Ichneumonidae_cluster1622; a7c97dd80939eb9f88bd50ec3f265beb Tydeidae_cluster23; 098f09c9479010f12d42d784a5040ff2 Triophtydeidae_cluster6; 727734aa1fb597c395d6e96e95dd027a Tydeidae_cluster67; 54611fde166ce26cd8674f9493bc8e3f Scutacaridae_cluster1; 61c315b886bc55a65de92ebdff8ca9a4 Tydeidae_cluster6; 04c661388587b7767066e917b04398a1 Tydeidae_cluster69; 75249b130495568f35ec06c0e9d96872 Epipsocidae_cluster1; 08515962800452b970e5bcc2da63281c Crabronidae_cluster68; 8ce4321e14fed16da6aa0e5164ce8233 Liviidae_cluster3; 446354c899a6b587b1559dffa0db8b78 unclassified.Hemiptera_cluster51; d6054626d93d147b48748babe17a1b7e Triozidae_cluster5; efc255e91ac5e13ba24a5fe7592fb028 unclassified.Hymenoptera_cluster381; 2ec6b75a96772a0fac2b6b3042603c88 unclassified.Trichoptera_cluster104; 18cd4a33b89b664a24bab46ffa7c1a99 Tydeidae_cluster36; 4cb92975dbdd2b87710da94e3dd284ef unclassified.Hemiptera_cluster293; a5e8a8f3842298836a2fb37a725c421e unclassified.Thysanoptera_cluster39; 8ddb74d6788430b54f9f1ac868b49b72 Tydeidae_cluster71; b9ea28fc3c4139432773666e87e2d119 Triozidae_cluster2; 7fbc395bff95038a714aae900b7c64f4 Cephidae_cluster9; 8a37824ac2057157f24ec456bdd3629d unclassified.Trichoptera_cluster23; 8ec011f11b14cc09c897a31803b375f6 unclassified.Trichoptera_cluster190; 0732131de9a452770a825d018368da94 Ascidae_cluster22; 82d179f494d6b391efacb49dcf454d20 Braconidae_cluster428; edf9db6143b0131a88fff39124158e72 unclassified.Trichoptera_cluster44; b1ac12d975e6e8dbc6c71bd616ecba66 unclassified.Hemiptera_cluster382; d82377c14b479a0b9faa37029c30d9e3 unclassified.Trichoptera_cluster165; 99073f953b9a7fa3aa190958f3668e01 Megaspilidae_cluster13; b3956ed0125411a53fbaa87a5d128ef8 Tydeidae_cluster5; f51907167e03988556a66b886c26f5e4 unclassified.Hemiptera_cluster69; 46e16d0e8aacbc06ddc382a4a2d6712a unclassified.Hemiptera_cluster366; e6ce214e32323361ed36c1048605baf5 Cephidae_cluster8; 0c55f50023f160bfa1afc86bf2e786d8 unclassified.Hymenoptera_cluster556; d43fc15cda5823fa72740d5025a7ea55 unclassified.Trichoptera_cluster101; 621d2c210b5480c3db4c86014010866b Hydrodromidae_cluster4; db8b6ca60694f935827653aafc6dac75 Tydeidae_cluster26; 03712b3dee26653bb5bbd6f72cbb2143 Penthalodidae_cluster1; baf21479d45549ca63a48ad6f8e53e33 Psyllidae_cluster5; 607c569483c4128b6c44b380e14eda4d Eupodidae_cluster69
3181	Syrista_parreyssii	0	0	
3182	node_3182	50	3	b5a59ce5dac803a0903c92d7a563f3ad Psocidae_cluster15; af57b9d440b17c0cf3ae66f7f17b2e52 Tydeidae_cluster44; 06b17801b93b3915e4a28146f5de9303 Julidae_cluster6; 259beb93c424d0bdb3e50f54406f82bb Lumbriculidae_cluster1; 350241b39ac854d1775670cafb624133 Julida_X_cluster1; 14ddbdd8cfde8aff1f4c04f1735d66cd Enchytraeida_X_cluster7; baf21479d45549ca63a48ad6f8e53e33 Psyllidae_cluster5; eb87d91b24ff6793cf058caea175919e Trombidiidae_cluster7; 882a7fe9190c9b4ba00e7560f73996e4 Lumbricidae_cluster1; 621d2c210b5480c3db4c86014010866b Hydrodromidae_cluster4; 408f4083e07825eaf19869bf75ee569f Julidae_cluster2; e72aac153328138ab0461683d6ecda83 Microtrombidiidae_cluster5; 040c34235585e0f9d61eedcc7996c0dc Oribatulidae_cluster23; d82377c14b479a0b9faa37029c30d9e3 unclassified.Trichoptera_cluster165; 9ab706bad6cd4ba38f236e85af865995 Microtrombidiidae_cluster20; 81f3863157fe3a5e907627a16e9293f6 Trombidiidae_cluster9; 0732131de9a452770a825d018368da94 Ascidae_cluster22; 669e54c2520023b01690ee0087ca765d Trombidiformes_X_cluster7; a200e138ae3104258d5a558e600ad45d Lumbricidae_cluster29; 7729ea9d29efa6e900c75f147c17be0f Trombidiformes_X_cluster14; b9ea28fc3c4139432773666e87e2d119 Triozidae_cluster2; a895a1f1343cf5ca6d6fe51efe1e4321 Lumbricidae_cluster38; feff77417b736dcbc35fbe0b7c6b2e0d Lumbricidae_cluster16; 47df60ad5800d57b8c49cb1a80c7d5aa unclassified.Hemiptera_cluster165; 3393a2fb8eca85757d91ca58e04341e8 Phthiracaridae_cluster13; 143da2e74053c09e83aa0db0ec72b2de Sarcoptiformes_X_cluster6; 4ba05bbf6decc401f812f140683b7cbc Ceraphronidae_cluster118; 3c503f9f716e84f0c505f721c122d7a6 Lumbricidae_cluster13; bdc6988c7517c354c19c2a484cc0c4fc Ceraphronidae_cluster26; 972ec4c795f1a165ea851762a85534e2 unclassified.Hymenoptera_cluster3386; 6008169c3abc7bb5f27b0464a017dc0f Microtrombidiidae_cluster9; cd433f5dc9e9a1d30c53f27354d876f7 Trombidiformes_X_cluster6; b3d1efc7d7b42ab21eddf1380c87a7c3 Ceraphronidae_cluster23; b46fcc5656f5e0f7a581f44337b057c3 Sarcoptiformes_X_cluster10; f49a01efae5205a5252f0249e8cdff39 Lumbricidae_cluster4; 1b55870e933842531e25f8cb1afe04cc unclassified.Hymenoptera_cluster3534; 8ba2ba27c611b580d82b8b1692433c52 Hypsibiidae_cluster3; 99073f953b9a7fa3aa190958f3668e01 Megaspilidae_cluster13; cec977cd4f280c956de1242e83ad5f57 Hypsibiidae_cluster10; c6f5e7a6ff6d19e05b6703d4b03467ec Psyllidae_cluster14; a36918485a88b99ea1a87509b7036253 unclassified.Hemiptera_cluster46; 641bbcb2604a61ce06f32974d4a9b286 Psyllidae_cluster7; d4c207c5de93b31ae702e7e48a500818 Phthiracaridae_cluster27; 653ffeb001bad525d0d8d96dbdad200b Acaridae_cluster3; 8303df227808e092c4f1f40ea53289e8 Erythraeidae_cluster36; bb1981efd28f7af7d9fad0f7255e966c Hydrodromidae_cluster1; af212f30d7aead05585d7abf311af0e0 unclassified.Trombidiformes_cluster13; de860abbf517c745a3c583b8cfa610f7 Tydeidae_cluster79; 3af348fe01bd2a6034fde1e46c075347 Ceraphronidae_cluster4; 9f6d045e2205e659b3b1b97d148ca43b Arrenuridae_cluster22
3183	node_3183	0	0	
3184	node_3184	0	0	
3185	node_3185	0	0	
3186	node_3186	0	0	
3187	Nineta_flava	11	2	6a48f52083fecba379335beafc6044b1 Chrysopidae_cluster13; 59e545462cd31a0ca841dc7563e577be Chrysopidae_cluster11; 78fc6530f705bfd08eef79b120b45aee Hemerobiidae_cluster19; cc29a95924879024c20a34c888b736a2 Hemerobiidae_cluster8; e220311d09ecd30859e25e3a11e96872 Chrysopidae_cluster12; 4853c593691c03f7659dbf440b372172 Hemerobiidae_cluster30; 87f6721cbb834a951ceab07034b29d8c unclassified.Neuroptera_cluster25; d9550a50252a4118c9b1c1c603692edd Chrysopidae_cluster6; 99f505cddf03465dae16003d989e00ec Chironomidae_cluster182; 52d80b0629f71a4d9cb036a8e8fe4728 Chrysopidae_cluster10; 64b7252e80b68959fb37042781823f6c Gnaphosidae_cluster15
3188	Chrysoperla_carnea	1	1	dd398e88ed82e3060b4e30454699b99b Chrysopidae_cluster1
3189	node_3189	12	2	01372324c7e9c5d446fbeb713251f662 Chrysopidae_cluster3; 9d80673ddb6b02127d2c7a854f5d5751 Chrysopidae_cluster4; 7bd3c19bb61e8c6e051ec4dd11eabfbe Chrysopidae_cluster5; 62afc77e038f1dec61ac1ed97573045a Chrysopidae_cluster9; 965c186dc311e416568fb80f2a4d62f1 Hemerobiidae_cluster2; 59ee21e02ec9016abb93b6936e9b07a3 Chrysopidae_cluster7; 52d80b0629f71a4d9cb036a8e8fe4728 Chrysopidae_cluster10; c9d8e37df97ddd00022363a7c4001543 Chrysopidae_cluster2; 9daadb0279fed8596e903813fd067777 Dinychidae_cluster1; fde0ac3558e8ac7350bb1c61dc923793 Hemerobiidae_cluster29; d9550a50252a4118c9b1c1c603692edd Chrysopidae_cluster6; fe89372e466231c04d6bd5e43664acfe Chironomidae_cluster746
3190	Chrysopa_pallens	4	1	dcb9fc14de30454bb35735e38042ddaf Chrysopidae_cluster8; fde0ac3558e8ac7350bb1c61dc923793 Hemerobiidae_cluster29; 9daadb0279fed8596e903813fd067777 Dinychidae_cluster1; c9d8e37df97ddd00022363a7c4001543 Chrysopidae_cluster2
3191	node_3191	174	4	c28f06b3408a5fdc18c803e7ef110a63 unclassified.Rhabditida_cluster205; 20bb7509f483f35829b3f8647726938e Hemerobiidae_cluster20; 639401befb5ae3e88dd12e52320b2d63 unclassified.Rhabditida_cluster141; 10848489444e9e24a15255994fbb5fa9 unclassified.Rhabditida_cluster247; 74d9ba3444b6ae3e528360ae6f9fd89c unclassified.Rhabditida_cluster251; d12f71a47308c743c02914b1476f3201 unclassified.Rhabditida_cluster146; 7a49280534fa422ffb6cdb95dc294d28 unclassified.Rhabditida_cluster252; 1b7f926b1b9f275f33386c692ee7f1b5 unclassified.Rhabditida_cluster62; 4dc1e4155fa9aede5b272f9b4917768e unclassified.Rhabditida_cluster209; 3a1dd8542e158910fd214abf091aa7a3 unclassified.Rhabditida_cluster232; 362a67f0729307e11ce87d126943e060 unclassified.Rhabditida_cluster84; a0f00b33e5ad06e9f46eaba55e194878 unclassified.Rhabditida_cluster280; dbacdd6bafbf38971e97940a86518392 unclassified.Rhabditida_cluster186; 0ea6a147008e8f62f2ff4162b922dba8 unclassified.Rhabditida_cluster38; aa5c3461e2ffcf75185b7d1a05ecbefd unclassified.Rhabditida_cluster64; cb2a824f412a63aaa39d342ae6c12c3e unclassified.Rhabditida_cluster257; 66a5560e4dbf6c0c97733d08f8921b72 Pythiaceae_cluster28; 5a99791a93392dda66d77d020a0aa347 unclassified.Rhabditida_cluster271; 2c886b29106ac93840932a56d6860816 unclassified.Rhabditida_cluster149; 9611522c7d6c60792b3a8cfaad024db3 unclassified.Rhabditida_cluster19; e1b890cbdf4972320b1d3775c476c161 unclassified.Rhabditida_cluster307; ca35e2ce0bfb569ef8c97767b0ea256f unclassified.Rhabditida_cluster99; f9fa5ee3dc4b726c235ece53829fecc6 unclassified.Rhabditida_cluster143; 633b0e6fa75d9abf1de6f45cc3207167 unclassified.Rhabditida_cluster69; 25b1dbe02c03dc7ef4b7f1e91c394c4c unclassified.Rhabditida_cluster179; 64b7252e80b68959fb37042781823f6c Gnaphosidae_cluster15; e3d566890d71af80d77ca84fcd9884cf Rhabditida_X_cluster1; 4aefe5aa62398dd3cf407fcbe466221e unclassified.Rhabditida_cluster129; e2458d2bbead943e964f6c2e9b6d5dc7 Hemerobiidae_cluster26; c8d0afb078493fd391832d36cb9e1ca8 Chironomidae_cluster1096; 901aba8d9fb61f391f4eba7f218a822c Rhabditidae_cluster2; 178134f2946908a148dd36fcefd84210 Pythiaceae_cluster29; 2df9f667fa72e5db8ce1274d318a48cb unclassified.Rhabditida_cluster132; cb0cf4dea6ed3be725db1766ae129d80 unclassified.Rhabditida_cluster58; ec8d880c161ce79dffcc8ccd83b6a72d unclassified.Rhabditida_cluster217; 84e5381a5b3b80a60bf68a02fe447d47 unclassified.Rhabditida_cluster5; 9e3992aabe48147d6a176f9a43edde7b unclassified.Rhabditida_cluster303; efe9ac63ac39d975b2b026076116ee16 unclassified.Rhabditida_cluster154; 3938e8ab950519e031bd8bb31340186c unclassified.Rhabditida_cluster76; af08a71ab1b64464d4030e8fc12ba5b2 unclassified.Rhabditida_cluster204; 1cb27e31a5db08c136e7b388fea2b75f unclassified.Rhabditida_cluster18; 0c1d2cdf520e407bf8c80f1c5f5e9781 unclassified.Rhabditida_cluster14; 8fdc0787d94ad34fac678d9f9431063b unclassified.Rhabditida_cluster53; ba6a6084c40a6b54ba19af488405320d unclassified.Rhabditida_cluster35; b28ab2025bfff7fd4921add343fe0ba8 unclassified.Rhabditida_cluster7; 1e247aa72811d2cdfc7c9e9621dfc54e unclassified.Rhabditida_cluster122; 9744e5ffef816e73245a8ce26dddef00 unclassified.Rhabditida_cluster80; eead96a0a4de3de00b6a660c836d359e unclassified.Rhabditida_cluster308; ed4ca19cd98d836ac0f9caafd2e1553b unclassified.Rhabditida_cluster176; 0cf613852940c92bacc86defe4fd8cd6 unclassified.Rhabditida_cluster137
3192	Micromus_angulatus	9	2	1772f0a627d819efeb8c8141e179761e Hemerobiidae_cluster13; 15321d53b6f4b5a42824312f42deb827 Phytoseiidae_cluster30; d11b694cc8b07a8989b1a85614f40c6b unclassified.Mesostigmata_cluster5; e0e5acd279f6ec5d4b1820a9dcf5bc3a Araneae_X_cluster6; 131980ebef1664610550325b0d49e56b Hemerobiidae_cluster10; 9472da65369a2fcfc04c016ad412e1d8 Punctidae_cluster1; 3d2df816e23e0cf4ad4bd6b116e351ed Hemerobiidae_cluster15; deef7de17d6c105f6756ed8b58c8b242 Punctidae_cluster2; 713373fd4818be70f3404f94280b2357 Hemerobiidae_cluster12
3193	Sisyra_nigra	1	1	a3ac8023de0b788538601995a5a78590 Sisyridae_cluster1
3194	Sisyra_terminalis	0	0	
3195	node_3195	251	4	0b6375cc3b920c4068d5864a224ec576 Suctobelbidae_cluster18; 202af7444003d17d861f9f806cd48255 Suctobelbidae_cluster4; 1179432eb7b0eeab683e795436c81805 Suctobelbidae_cluster5; 0200cf57bfe61e25310909ee528a8117 Quadroppiidae_cluster2; 0410cb3d672aa3f58de1313b5070618f Hemerobiidae_cluster6; 0413a51cc63ab9a854e8321e15f40921 Hemerobiidae_cluster22; 3695425758da51025a878ba9be61a4fa Oribatellidae_cluster9; 2a3c8ac017b7e3c06af8d55669560865 Hemerobiidae_cluster3; 36b8d9730eef7774b80ff7204138fab0 Gnaphosidae_cluster6; 4954c5e1cbcad6c5b85f15fda388f7be Chironomidae_cluster824; 477797c7a9f2a651af7603f3891f9677 Hemerobiidae_cluster23; 28b083660feb96a00cdeba1cb2c6c066 Laelapidae_cluster5; 6c7e11beb51b49ea8d1ba0fb9de8c537 Phenopelopidae_cluster9; 4f75accf843422a2ebd16d49d94dd1ac Anyphaenidae_cluster1; 5c7250943c69449e904a2795a4d02145 Hemerobiidae_cluster7; 629afc709fbbb47afd2c43dbcc252786 Coniopterygidae_cluster3; 766d4031569bf991444e0995f98071fc Oppiidae_cluster12; 7b4b5b51ce94bddd059cf613a88f46b2 Chironomidae_cluster1144; 84a62636d0c3686e6a2c5de268e86443 Hemerobiidae_cluster21; 7b3dc5f850faedbc337eea57507fcb93 Parasitidae_cluster36; 7c8deed79e9d2ea9456896d091a674bb unclassified.Coleoptera_cluster211; 7bbbb22bf412aa5b71bbcfeba56966d4 Hemerobiidae_cluster16; 8517135033ac2df4a26de756a15c4912 Theridiidae_cluster16; 97ccdc48c2bcfca0d2269da4db14b436 Hemerobiidae_cluster4; 9d9732b4e253bb37c2acb4d3ebf63ab8 Panorpidae_cluster2; b0db2ca5d76cbb9257a97276cb50d94c Hemerobiidae_cluster11; b0a381febd19c9de3ecdf89195b4387a Hemerobiidae_cluster24; 9794b9bc94e7ec18e447abc7c86b965f Oppiidae_cluster53; 9ed22259fa52e01b901104344df2ac7a Orchesellidae_cluster3; b8fef8c7949cd37b5bc03db8a1c47e47 Quadroppiidae_cluster5; c7ea61586d18f3974237bb1830df264c Dinychidae_cluster3; bd9d55b03d145c899fa1ff960757ba23 Chironomidae_cluster123; d952c5a77e4eedcd5402dc70e383c2f5 Achipteriidae_cluster9; d9b1064feca443c177145fd2d50c58a5 Suctobelbidae_cluster2; c67ddc7f4f0cede2f1e299678dc12f08 Chamobatidae_cluster1; d886e5c923bfeefd4f02d0d8d834089a Hemerobiidae_cluster25; c29298c15a93b95e3adef0f9e4d8775f Chironomidae_cluster220; e0791c32bcfe471f8d817784d76823bc Hemerobiidae_cluster17; d505d43cf001d27bf5914da830eca294 Laelapidae_cluster13; f01cb8ef54590fa50e8b8075980251fd Chironomidae_cluster749; f6b987552cc26528882ddd10430044e6 Chamobatidae_cluster2; e188c797b001a7b27e777bea62156851 Oppiidae_cluster33; f6471b9161d81c62ff85d8b21de89045 Oppiidae_cluster29; f7de16e7e16031ce0882f619202b5572 Suctobelbidae_cluster11; fa99a2a75969341aeffd8291da7ba2e6 Oppiidae_cluster41; 0795d95a2b41b383c1c2475d70187849 Suctobelbidae_cluster23; 2c4ca3f0d99af0f285ea845c8b867d81 Suctobelbidae_cluster12; 502afecfcb1db7d6a5ff5178a284ba36 Boreidae_cluster2; 4920959a5da2309d8f2b6be457d50e71 unclassified.Sarcoptiformes_cluster17; af9687323e1e785acfdc59c2e786ce91 unclassified.Neuroptera_cluster15
3196	node_3196	562	5	1cd7a3f76ee3a258978bbf093b768709 unclassified.Rhabditida_cluster40; 20c94499b46d319c31ce9626912fcf02 Sarcoptiformes_X_cluster16; 18be969df06de2a031051f98fc3aae79 unclassified.Rhabditida_cluster208; 23a1c8e3b47cc9582ff42c1dcdb7986f Acaridae_cluster13; 047a5547bd93d58c1a035751a0f957c3 Naididae_cluster8; 08078688a5f5136c4b9db29f262bfc36 Tectocepheidae_cluster12; 17e9ec54da2d2575797d98f21eb4b7e3 unclassified.Rhabditida_cluster178; 1dd73a98bb8a4db9ead529258b98e2f4 unclassified.Sarcoptiformes_cluster131; 0cf23630a08c651b6d2c30495ce1d30a unclassified.Rhabditida_cluster198; 00046e7048765ac87d2b0ca414c92a99 unclassified.Sarcoptiformes_cluster66; 1114247d49ae5115495afc22fd81efa3 Unionidae_cluster1; 17391d7f58d523793e592743d368846c unclassified.Rhabditida_cluster218; 28d34f64fb23fd100e079597b99e6b59 Acaridae_cluster24; 2c68979ca8d386ea88dd512763240e0c Tectocepheidae_cluster1; 48403af29936aea6d94dd8622594b0be unclassified.Rhabditida_cluster118; 2ee968468b0572e4c2846fed732bbc24 unclassified.Sarcoptiformes_cluster136; 3a6ff0194568b8827113cc792a1063f0 Tectocepheidae_cluster7; 3b40ab6abf1ca78d1f3ac3c54ca0b038 Tectocepheidae_cluster15; 41c5a9b85d82bb2bcc32141560b4fb47 unclassified.Sarcoptiformes_cluster107; 3263a357a0dfa3a587f6c3c4f29c1d7c Sphaeriidae_cluster1; 3a445b0e0933bb58294fd02c503000df Tectocepheidae_cluster21; 60f4020a78eb0e0c94e83595a242b052 unclassified.Rhabditida_cluster101; 62f50593e9adbf59c1f8b5879951edf4 Linyphiidae_cluster159; 5a8859f235da283343d2df0f876ac6c3 Brachychthoniidae_cluster2; 66754a03fd440cf6ba8f8394fa35a35e unclassified.Rhabditida_cluster82; 4c47f16252e55ffb4336d8088158b0f1 Tectocepheidae_cluster18; 535fba1be8ba6fa9930981a7fa37f721 unclassified.Sarcoptiformes_cluster57; 650efdd8ed85baef423174e83f503e0d unclassified.Rhabditida_cluster235; 58b4efe70462aefd517eb185d0b1ecaf unclassified.Sarcoptiformes_cluster118; 6ac81bf3723f2f5df4a1022c27be11b4 unclassified.Sarcoptiformes_cluster7; 7b623390ebfcc62fa6bbc4f8c84cae48 Carabodidae_cluster4; 8bf3d787bed818829f7dd1e5b2793c03 Tectocepheidae_cluster28; 741c6d4b00193357f3762e252ecb74b7 unclassified.Sarcoptiformes_cluster103; 7d15474310f353bb89b19aa35b368c4e Tectocepheidae_cluster6; 7721239e09365306ccae95d47f8b6143 Malaconothridae_cluster1; 8af165fb71c302efed02fe8c600b8e88 Damaeidae_cluster1; 7ba6c4ad90215483bfcb46417ed2e546 Damaeidae_cluster27; 8dae1906494a5bf3f40ccb566498aa07 unclassified.Sarcoptiformes_cluster80; 728cd429b526a804b57a42031e152a29 Tectocepheidae_cluster29; 8ecf5ac6fbc0a67bc94f708bd1508607 unclassified.Sarcoptiformes_cluster92; 93b8d0a6aa7981b20e6f6351359b6328 unclassified.Sarcoptiformes_cluster22; 83d0a34955ea3470ef5f4348172bb98f Tectocepheidae_cluster17; b415a5abb5f7987b6dcc0d5755733ebc unclassified.Rhabditida_cluster98; 9896f30952fdab32df379eec8e5ef0b6 Tectocepheidae_cluster5; af948fc77af4fb8f22d9f9bf79997ab2 unclassified.Sarcoptiformes_cluster109; a1a1b8702b441e2e65f9ea91b27c162f Acaridae_cluster17; aa1b57a0480cd79e407746c229246605 unclassified.Rhabditida_cluster126; a4be79d1614e4ddd6f5b802b2b5c0b81 Carabodidae_cluster9; aeb86be7ae94e2bec00f45cf930c39a2 unclassified.Rhabditida_cluster43; a95aa20b6c3eee939900b6df742e89c0 Acaridae_cluster2
3197	node_3197	0	0	
3198	Sialis_fuliginosa	0	0	
3199	Sialis_lutaria	0	0	
3200	node_3200	0	0	
3201	Acanthacorydalis_orientalis	0	0	
3202	node_3202	0	0	
3203	node_3203	0	0	
3204	Xanthostigma_xanthostigma	0	0	
3205	node_3205	0	0	
3206	Xenos_pecki	0	0	
3207	Mengenilla_moldrzyki	0	0	
3208	node_3208	0	0	
3209	Nebria_brevicollis	1	1	158b926930f7ca09d72981a424a1c4f3 Carabidae_cluster31
3210	Nebria_salina	0	0	
3211	node_3211	0	0	
3212	Pogonus_chalceus	0	0	
